model,hardware,strategy,latency_ms,latency_source,throughput_rps,estimated_accuracy,accuracy_source,model_size_mb,facility_energy_kwh,it_energy_kwh,energy_per_1000_inferences_wh,carbon_kgco2,monthly_cost_usd,active_hours_month,meets_latency,meets_accuracy,meets_cost,score
MobileNetV2,NVIDIA A100 PCIe,FP32 Baseline,0.09307450091000646,measured_adjusted,10744.08124913716,0.9777777777777777,measured_dataset,14.0,68.34917444895702,43.813573364716035,13.669834889791403,25.35754372056305,421.8758724681512,0.12927014015278676,True,True,False,3.832405266832807
MobileNetV2,NVIDIA A100 PCIe,Batch Size 8,0.11168940109200776,measured_adjusted,9524.894724412377,0.9777777777777777,measured_dataset,14.0,68.3436274693114,43.810017608532945,13.66872549386228,25.35548579111453,421.8746269251586,0.14581671809234342,True,True,False,3.832457608946123
MobileNetV2,NVIDIA A100 PCIe,Batch Size 32,0.1628803765925113,measured_adjusted,7871.121794239678,0.9777777777777777,measured_dataset,14.0,68.33782706176096,43.80629939856472,13.667565412352193,25.35333383991332,421.87375117948545,0.17645374130855393,True,True,False,3.83266082197415
MobileNetV2,NVIDIA H100 PCIe,Caching + Quantization,0.0604984255915042,measured_adjusted,43498.30465237716,0.9657777777777777,measured_dataset,5.88,85.40971608088871,54.74981800056968,17.08194321617774,31.687004666009713,627.3325459834922,0.03192972461773833,True,True,False,4.140073168454919
MobileNetV2,NVIDIA H100 PCIe,INT8 Quantization,0.06701364065520465,measured_adjusted,21944.610394479492,0.9657777777777777,measured_dataset,5.88,85.41456888949942,54.752928775320136,17.082913777899886,31.688805058004284,627.3355101243677,0.06329066061880441,True,True,False,4.140135653784422
MobileNetV2,NVIDIA H100 PCIe,ONNX Runtime,0.06515215063700452,measured_adjusted,21317.621526065795,0.9777777777777777,measured_dataset,14.0,85.41842065486124,54.75539785568028,17.083684130972248,31.690234062953518,627.3368264563343,0.06515215063700451,True,True,False,4.140151393755141
MobileNetV2,NVIDIA H100 PCIe,Quantization + Batching,0.08562854083720595,measured_adjusted,25951.88707521053,0.9597777777777777,measured_dataset,5.88,85.4104884037898,54.75031307935244,17.08209768075796,31.687291197806015,627.3337645919238,0.05351783802325372,True,True,False,4.140196294871902
MobileNetV2,NVIDIA H100 PCIe,Structured Pruning,0.0763210907462053,measured_adjusted,17240.181721978755,0.9577777777777777,measured_dataset,9.1,85.41847680546664,54.755433849658104,17.08369536109333,31.690254894828122,627.3375378295598,0.0805611513432167,True,True,False,4.1402045637525084
MobileNetV2,NVIDIA H100 PCIe,Measured Sklearn Pipeline,0.09307450091000646,measured_adjusted,10744.08124913716,0.9777777777777777,measured_dataset,14.0,85.42903683791945,54.76220310123042,17.085807367583893,31.69417266686812,627.3431089444412,0.12927014015278676,True,True,False,4.1403516776428715
MobileNetV2,NVIDIA H100 PCIe,FP32 Baseline,0.09307450091000646,measured_adjusted,10744.08124913716,0.9777777777777777,measured_dataset,14.0,85.43369521669,54.765189241467944,17.086739043338,31.69590092539199,627.3445996256477,0.12927014015278676,True,True,False,4.140381118596701
MobileNetV2,NVIDIA H100 PCIe,Batch Size 8,0.11168940109200776,measured_adjusted,9524.894724412377,0.9777777777777777,measured_dataset,14.0,85.42709467712885,54.76095812636464,17.08541893542577,31.693452125214804,627.3432320489953,0.14581671809234342,True,True,False,4.140427017316864
MobileNetV2,NVIDIA H100 PCIe,Batch Size 32,0.1628803765925113,measured_adjusted,7871.121794239678,0.9777777777777777,measured_dataset,14.0,85.42008856620558,54.75646702961896,17.084017713241117,31.690852858062268,627.3423687595447,0.17645374130855393,True,True,False,4.140623008580876
